Length real,Diameter real,Height real,Whole_weight real,Shucked_weight real,Viscera_weight real,Shell_weight rea,Class
0.5476280174362108,0.41591303923147427,0.14828502179526348,0.8774019292056531,0.30855893356470576,0.1907439651275784,0.3113140087181054,positive
0.5767078751555835,0.475,0.19164606242220822,1.0591264486038274,0.474120802329674,0.20771687956599785,0.3083539375777918,positive
0.6066549857251725,0.4768388730279694,0.16073554921118777,1.616367774605594,0.5512469293765709,0.3324597182569924,0.3469877175062839,positive
0.7437845525310184,0.584270731518611,0.19,1.9640856702363538,0.8417983735434258,0.4364105079775439,0.58318457257159,positive
0.5698493941335382,0.45090363519877086,0.175,0.9555451817599385,0.3802560299729851,0.1679608769046795,0.29439757653415277,positive
0.5465105969182702,0.4119421960377759,0.14543159911950576,0.871424663213804,0.3039963389874316,0.19351830506284187,0.31043159911950574,positive
0.46663285329452897,0.35489855988358676,0.1321771377260386,0.5144106661816117,0.1966771377260386,0.10708213323632233,0.16528697575553228,positive
0.6479155166362945,0.5023614944545685,0.1729155166362945,1.4287243689455835,0.5582998318823091,0.3090408616454061,0.4190235609997465,positive
0.61070352038807,0.500281408155228,0.23947235970894754,1.6442301596301818,0.5336497553100241,0.3339829125147686,0.6906331683492629,positive
0.64,0.507582879765739,0.165737965647354,1.4529090620037635,0.6154224570591925,0.30110161164609955,0.3962727080025089,positive
0.6382312570640792,0.5093848999540462,0.17169218573398018,1.2884778255685467,0.5196005813346944,0.3260467270502931,0.35,positive
0.664386050712382,0.5239255887466685,0.16576743660952253,1.3370330298720017,0.5492744338323847,0.3574693025356191,0.34984651267809547,positive
0.6447690215582985,0.5328464676625523,0.17738451077914924,1.5972296185706418,0.6126929353251045,0.30605230845349407,0.5012296185706419,positive
0.5357349659533815,0.4192650340466184,0.16353006809323686,0.9100601361864737,0.3016469931906763,0.2024855238326329,0.32667706128391316,positive
0.573478743444923,0.45,0.1715212565550769,1.019508879386585,0.3782606282775385,0.16928299475593847,0.35761738200861554,positive
0.6509091787046446,0.520908937266872,0.18863647338080566,1.6034548066463175,0.5503630195998721,0.2851819323160379,0.5486369562563506,positive
0.4501023232033625,0.3369645328029422,0.1281377904004203,0.441299468331895,0.16433220448680913,0.08568145072390895,0.14568895200210158,positive
0.6620784284403846,0.525,0.18837257247692402,1.3546529578898083,0.5216999700919218,0.3186430982571138,0.385058858715386,positive
0.47456369057700437,0.38709264083927913,0.14752895026227472,0.6489809854515354,0.2045169590595899,0.13219727288124308,0.23768838225367317,positive
0.565,0.4561361595085365,0.1702272319017073,0.9087950422072436,0.34411325668587783,0.158681336440146,0.3179549128846344,positive
0.6014048159479611,0.47921444784388345,0.18,1.180262607323495,0.5022901411226408,0.2729787821970485,0.3284288956877669,positive
0.641239712898086,0.5059917703184689,0.165,1.438268411570077,0.6113759234968232,0.30617777985986583,0.38801645936306234,positive
0.565,0.4772565945972729,0.17445131891945456,0.9514583210864912,0.3833972659509276,0.20852556324956406,0.2799381297249088,positive
0.6232262701114285,0.47955656752785714,0.15772171623607142,1.5581315923962145,0.5686375836169999,0.32288686494428576,0.35822627011142855,positive
0.6418993370109923,0.49740265195603073,0.16120132597801537,1.4607839668000302,0.6057630497494354,0.30672887291868695,0.3862013259780154,positive
0.5597440349360376,0.445839282255283,0.17693452957452832,1.0268351018679056,0.3555868865444905,0.1824273908681887,0.376678564510566,positive
0.5284654521875692,0.4387624231944752,0.19029697100690598,0.9604899428783699,0.3066832704479836,0.20268303331588372,0.34841575940966835,positive
0.6364520638024007,0.49072603190120034,0.18463698404939982,1.389764738525831,0.5184332141111496,0.27852707202209137,0.4565924601234995,positive
0.5379329554394789,0.41,0.15560056684078158,0.873353352228026,0.32293437254143287,0.19988687450828657,0.27289801605726444,positive
0.6870623527296933,0.5278989138482021,0.20416343888149127,1.8430435549001298,0.5545722257123824,0.3390507327030619,0.7744558358189055,positive
0.7345058240097271,0.5783925558579762,0.19388673184824926,1.9408139776233448,0.8192856605854073,0.4290321997110891,0.593623269562841,positive
0.57,0.47435987019165415,0.19448789615332335,1.0276052157672964,0.46136196644012495,0.189885475383988,0.30474394807666166,positive
0.6461031404416318,0.5254826239432139,0.19027578511040794,1.813084927460532,0.7027622748296588,0.38863099792744377,0.40341144586744226,positive
0.5498161714019745,0.4368897028411847,0.15349080857009872,0.7897150656730605,0.28466525225898437,0.13910367657196052,0.298720400838392,positive
0.6557219273268824,0.5087633728220442,0.176597590841397,1.3233870355398398,0.5178669865599487,0.3570360963663441,0.34768048183172057,positive
0.5388094476742735,0.41,0.15428582848858982,0.8733095276162863,0.320524018895748,0.1994048037791496,0.2774996002899356,positive
0.5733792241131873,0.4809310249014652,0.17313795019706948,0.9820445698494153,0.38943102490146525,0.22030684193835195,0.28524127391611787,positive
0.6552709675883082,0.5139655910393858,0.20027096758830817,1.3475838703532328,0.49372172020990834,0.3116501081977209,0.38950752621600215,positive
0.651626169393449,0.5217476612131022,0.1832523387868978,1.626731776227052,0.5790308282023895,0.3367756953811176,0.5430093551475913,positive
0.5695546359224691,0.45267218446518476,0.175,0.9556336092232592,0.38075711893180236,0.17082003155204864,0.2932185436898768,positive
0.5485492551415366,0.41798582406845736,0.14943656892692075,0.8789450023620738,0.310332316147458,0.18890148971692677,0.3117746275707683,positive
0.5277610047689442,0.4265060026012423,0.12175700303478265,0.8649939973987578,0.28413150281801247,0.17411749674844715,0.29150600260124226,positive
0.6145998172064074,0.4928282319547566,0.1641142073741746,1.6036573778774763,0.5707567380999021,0.31526889001169,0.3770278663675714,positive
0.5664695318577526,0.43760368381711057,0.1511341519593579,0.8506103453483437,0.3105542747532616,0.1607286262336921,0.3161341519593579,positive
0.6265405570967505,0.5103614937298283,0.2008175696370938,1.345587848185469,0.5130472910887185,0.2755250076572471,0.41,positive
0.6076454969173904,0.48264549691739045,0.16533635758322995,1.0885400532675764,0.3924236557336642,0.23858917928484297,0.3336999334155293,positive
0.545,0.40933031944750203,0.14901808331498773,0.8873311638234563,0.29747287502751835,0.1974732972154955,0.3193755277349714,positive
0.7213825063915048,0.5584173465462834,0.2090956265978762,2.1259647921896923,0.6524191988506811,0.3975704226339912,0.9774166112352244,positive
0.5742089907650824,0.4488134861476237,0.17013183487248626,1.0457202292214356,0.374362330034827,0.17146239456914972,0.38486816512751376,positive
0.5419408515095122,0.42505853467512195,0.175,0.904681764400561,0.36659396238787806,0.19175323364143898,0.23888170301902445,positive
0.5574221332312733,0.449316599923455,0.14431659992345497,0.8292145467840357,0.3493706497895012,0.16222059337670885,0.265683400076545,positive
0.4800636193534253,0.39480914193972416,0.14987276129314944,0.681391847099177,0.21453817161205516,0.14036639935780693,0.24880654904766447,positive
0.7002229020782706,0.5377437466334472,0.16876042227758822,1.936362257888919,0.7570237358604777,0.28017815361569987,0.7220894969251417,positive
0.5487652286140854,0.44282392146056404,0.14970653576760676,0.8902652286140854,0.31785077756345204,0.1641173856929573,0.30782392146056403,positive
0.5719044542831551,0.4654777285842244,0.18547772858422448,1.0363560354193584,0.4307433863297322,0.1828821828673796,0.3354712685304817,positive
0.4940974319344381,0.36939828795629204,0.125150428010927,0.477996412436059,0.18528581322076126,0.0714777820710254,0.16857880156940447,positive
0.525,0.4226317838470356,0.12868345922753602,0.8676841080764822,0.2944989618416861,0.18089431338279302,0.27658010846653525,positive
0.4775749305706671,0.3877247917120012,0.14676657409422275,0.6511866321333384,0.21126657409422275,0.13443732642666767,0.2342220625952025,positive
0.6453130684020503,0.5320303973969246,0.17765653420102515,1.6002218762112765,0.6110607947938491,0.31005105275506967,0.5042218762112767,positive
0.47744458507013,0.3582963900467533,0.12792590248831168,0.4871554782114285,0.1905592147277922,0.08951836617402588,0.16080747303272733,positive
0.5336703535965354,0.4391011060789606,0.18953185856138588,0.9682153762412127,0.3207826763623525,0.2006498676192568,0.3385955756841576,positive
0.5228187748325464,0.43584563244976393,0.19387249006698146,0.9720134288086087,0.30309460297705054,0.21085035165740643,0.35161747020094436,positive
0.6395888950502021,0.49,0.18864722376255053,1.2957454289122767,0.4791352776237449,0.34709820514972617,0.3456763881187247,positive
0.6234194545891465,0.4884194545891465,0.19280648486304883,1.3612161434406547,0.5248870302739023,0.24750979601154083,0.4587740605478046,positive
0.6999901185650146,0.5299985883664307,0.18999294183215326,1.3185055053709205,0.5480009881434986,0.23303514967587674,0.41998023713002913,positive
0.6098822892975867,0.4848822892975867,0.16501681581463049,1.0913520208312517,0.3934461893931825,0.24325448910639508,0.3301849739609352,positive
0.6422228414719868,0.5333314755840395,0.1816685244159606,1.676584969919376,0.661009474521399,0.3232367745916913,0.4394345364482102,positive
0.4826740561385383,0.38420886736624593,0.13653481122770766,0.5993449602729438,0.23000159339984738,0.10840665052468446,0.22227848982166126,positive
0.6597238286494121,0.5236191432470607,0.20361914324706068,1.369206479235761,0.5009142570258818,0.2922703882127041,0.411933199454115,positive
0.49774471086016114,0.4012411847669353,0.14,0.6734248236953387,0.2578582510571771,0.12490211565593554,0.24173060648725764,positive
0.729946962034864,0.56618370254358,0.20505303796513605,2.0977140821949405,0.6978618576873088,0.4076465759679847,0.9012374713187286,positive
0.5402744860889542,0.44401088270620187,0.18373639661724767,0.9430388150018788,0.31809866988598906,0.1875937122196696,0.3392309552641467,positive
0.6101663766060598,0.49,0.18129159415151494,1.2372681735045439,0.47987084058484847,0.2959765793530289,0.3493542029242425,positive
0.57,0.473851275681468,0.19408102054517445,1.0260997760171455,0.4596632607761033,0.18939722465420933,0.3045405102725872,positive
0.6460617463445089,0.5309073804832368,0.17803087317225438,1.6043396048947982,0.6088147609664736,0.3155538356321397,0.5083396048947985,positive
0.5295728561100693,0.41,0.16814071583489612,0.8737713571944965,0.3459246456973095,0.2044849291394619,0.22900749457786357,positive
0.586490476045795,0.461490476045795,0.1683585034220293,1.0619451698861424,0.3827527890495063,0.19446585003837247,0.3669435376423221,positive
0.6397251296183158,0.4923625648091579,0.18381871759542104,1.3943061173454132,0.5165921145896973,0.284786810395029,0.4545467939885526,positive
0.6453724407704926,0.5032091864098358,0.1703724407704926,1.4334714438950804,0.5763556705295025,0.30726070853934484,0.40969894949180624,positive
0.6577288481560074,0.508974515726987,0.19716106019500929,1.623743323264122,0.5024548417040479,0.29404750260280965,0.59466972505305,positive
0.645294391735568,0.513505061845748,0.169926402066108,1.301544624710801,0.5280174834848852,0.33434591028929234,0.35,positive
0.6232107695316328,0.4906092310271138,0.16260153850451897,1.5262469215940957,0.5833200005587466,0.3171712305242419,0.3660153850451897,positive
0.621384080413218,0.5011384080413218,0.23089273566942556,1.63938166150496,0.5216404868239716,0.32596193969008647,0.6717854713388511,positive
0.64,0.5232057225389198,0.17020163501111993,1.509820846391779,0.6210020437638999,0.2865946862138602,0.43421389759451945,positive
0.6620436300063708,0.519826352511149,0.1686954624920365,1.333343717260034,0.5407831587730941,0.3573521815003185,0.34926090750159267,positive
0.463633478714214,0.3453548761325967,0.125,0.4214883548468107,0.1529613389723757,0.06422669574284279,0.15152436671220496,positive
0.6537812405692923,0.5053671709962615,0.17902344928838465,1.3203304538966354,0.5108319970636844,0.3569390620284646,0.347195310142323,positive
0.695682876093042,0.5293832680132917,0.18691634006645863,1.3209052547481623,0.5484317123906959,0.24835662646903606,0.4113657521860841,positive
0.6128084423583181,0.49596517133787604,0.18605224299318596,1.3138156728979558,0.5296052242993186,0.2507191557641682,0.4547387850340702,positive
0.6593299238577468,0.508350380711266,0.1986598477154936,1.6033619162387454,0.48737109898492914,0.2998143197974634,0.6039693147197212,positive
0.6438486929474665,0.5235608661843331,0.18913651971059983,1.8029593348096822,0.6990674678477458,0.3868737787882964,0.3934169528027664,positive
0.4347945097730552,0.32357019605142334,0.1262243137216319,0.3871480783221829,0.13333388229043686,0.06788611761117672,0.13612156860815952,positive
0.6201876179458614,0.49,0.18379690448646535,1.2571853906673995,0.47962030955135343,0.3133884861809342,0.3481015477567673,positive
0.6686736185520621,0.5353572081165272,0.19591840463801552,1.906893477107008,0.6876682675933085,0.3913112422030574,0.5755113414594736,positive
0.525,0.42180553757736633,0.13171302888299008,0.8680972312113169,0.29868527627467717,0.18260188900677624,0.2718980462717426,positive
0.5743181426220662,0.45340928688966925,0.17340928688966925,1.0450453134394382,0.3892279469004622,0.17322742951173542,0.37409028195305843,positive
0.6588364267465695,0.5244909367016242,0.20485455334332117,1.365772766716606,0.5009363399700364,0.29046184737028835,0.41,positive
0.6479882488238681,0.5,0.18,1.3792141876635173,0.5153623387349385,0.2910365148981679,0.45902350235226386,positive
0.5147479421713659,0.4167983537370927,0.12820164626290734,0.7873541135629443,0.2753235595199561,0.15467571971644092,0.2735967074741853,positive
0.525,0.41588366067649596,0.15342657751951472,0.871058169661752,0.3286894525724203,0.19484043460190828,0.23834074383347723,positive
0.6237494984404746,0.48874949844047455,0.18562525077976272,1.3390012037428611,0.5298437876169644,0.242312224142261,0.4765621238303559,positive
0.5785623804174062,0.455,0.15643761958259378,0.8432088913854376,0.3175877152486688,0.14017722284635942,0.32,positive
0.621965109340466,0.486965109340466,0.186517445329767,1.3432837375828817,0.5299776167994651,0.2413308101372563,0.47522383200534946,positive
0.4455595795663924,0.33298963212059335,0.12756994744579905,0.4252295127161132,0.1551331486219447,0.0804005112459312,0.14284973722899527,positive
0.6478365301274115,0.5282452048088829,0.1789182650637057,1.6141009157007629,0.6034904096177657,0.328598496436474,0.5181009157007629,positive
0.6607752808508826,0.5118962834696381,0.1839654278232127,1.3145775280850882,0.5365343128641041,0.2423535868740203,0.45922471914911744,positive
0.6431104335011394,0.4925582659954425,0.15877913299772126,1.4718049448603683,0.600192005894759,0.3087877369519369,0.38377913299772126,positive
0.7312363708746745,0.5767418225248047,0.19,1.9443222841276124,0.8242309192245444,0.43032463987421715,0.5592802865162549,positive
0.633738015591441,0.508738015591441,0.15550479376342358,1.152744080225918,0.4262584615161886,0.2867031883764227,0.31575719064513535,positive
0.7080865496931606,0.5511755911442577,0.21441220442787112,2.06761033301641,0.6326453292503735,0.3886608339610061,0.958671853507353,positive
0.5264682474967701,0.4235317525032299,0.1240376806161178,0.8748323045441704,0.28073810300387586,0.17827578361999366,0.2966071137354655,positive
0.4825394185346023,0.3873817443961931,0.14492116293079538,0.6771829884911761,0.21602365112076138,0.13516722107733517,0.22182033797283485,positive
0.5501648877659792,0.4216209974734531,0.15145610970747395,0.8816511870080151,0.3134424089495099,0.18567022446804168,0.31258244388298956,positive
0.5341827151247652,0.4181129636564261,0.13147839390595653,0.8694843824155487,0.2921418508810035,0.18518271512476522,0.29918271512476524,positive
0.6400998371235727,0.5397004886292822,0.17529951137071784,1.5757422633696991,0.628527507990661,0.2733461724039565,0.4734026060228381,positive
0.4802214571802139,0.3601476381201426,0.12746309046996435,0.48562819855088235,0.18967987189293226,0.08651008805476826,0.16210334668409984,positive
0.6136311453313119,0.49849369363993723,0.16815006441150032,1.1144129212986302,0.43967068216520655,0.25661796638668044,0.3117124838971249,positive
0.5559979743704982,0.42149696155574734,0.17316700427158363,1.004745442333621,0.30212529833630963,0.1936191311825605,0.3818329957284164,positive
0.5298029123755639,0.41,0.16779563143665419,0.8737598543812218,0.34529199096719937,0.20435839819343987,0.23021528997171026,positive
0.6553793166405434,0.5281034167972835,0.19075863328108664,1.4433623239420044,0.49250688836729367,0.3164068701097181,0.5684138497648898,positive
0.4320883847050857,0.32531037775285193,0.12822199304776624,0.39490142850860355,0.12651685191297557,0.06732589664049454,0.1454011267683226,positive
0.6443597708052111,0.5269206875843666,0.18807931241563342,1.778089113247529,0.6937044933197304,0.37345461392246176,0.4052436671166218,positive
0.6442404865324386,0.5272785404026844,0.1877214595973156,1.77242311029083,0.6918794439463095,0.37065143351230545,0.40715221548098357,positive
0.6013882717264941,0.47638827172649406,0.17791759241025884,1.1522126843282166,0.4946878072136943,0.2641681478564142,0.3213882717264941,positive
0.5397518890358232,0.4403868788279518,0.18602186862008038,0.9997548315121605,0.326870895160546,0.19805761402653824,0.36577375765590353,positive
0.6418153962020385,0.5159059957800428,0.1763623983120171,1.6241811991560084,0.5883606959910406,0.34222649894501067,0.4954427839641625,positive
0.645,0.5111733086670455,0.1779016450836648,1.6980593029780258,0.6647852642677273,0.36205645282572446,0.3898149907501421,positive
0.5270642318018798,0.41,0.17190365229718035,0.873896788409906,0.35282336254483065,0.20586467250896612,0.21583721695986874,positive
0.5039584656105149,0.40132827381182923,0.13052076719474257,0.7647115773908658,0.2483075066170867,0.15180223545209212,0.24002635582497286,positive
0.596702309540841,0.4816755773852103,0.1749732678443692,1.0708885797883037,0.4167709583035281,0.22588056014161445,0.3216889434630257,positive
0.7277680128798371,0.5746608077279022,0.19,1.9388596202857433,0.8193752180317718,0.42864248624672097,0.5526730645360896,positive
0.5411542196238266,0.41,0.1507686705642601,0.8731922890188086,0.3140758960344769,0.1981151792068954,0.28980965302508954,positive
0.5702043430813324,0.473978284593338,0.19397828459333805,1.0302356350927968,0.4599852990010828,0.18968262767467042,0.3082694893013183,positive
0.6591553246846392,0.5207766234231959,0.20077662342319588,1.3747778180905361,0.5017670129730412,0.29488550645065975,0.41591272720752576,positive
0.6338563864387217,0.5110704830484021,0.18164228982904124,1.754871359736348,0.6605970877890783,0.37275964584469434,0.3796775313532423,positive
0.5414597903144651,0.41,0.1503103145283024,0.8731770104842768,0.31323557663522106,0.19794711532704423,0.29141389915094157,positive
0.6595564873312147,0.5227824366560736,0.2027824366560736,1.3708464241540959,0.5011652690031778,0.2930401582764123,0.4131045886814969,positive
0.695174565155976,0.529396820644497,0.19180953806650902,1.324290521812829,0.5422697961227215,0.23999688052383486,0.418793641288994,positive
0.6457844246393455,0.5,0.18,1.367809397508613,0.5176763541286873,0.28381899069385647,0.463431150721309,positive
0.6629366628159421,0.5198416570398552,0.16809500577608688,1.353990863176449,0.542524483249348,0.34852448324934804,0.3696017032485503,positive
0.6581786506947597,0.5141067465262019,0.19635730138951926,1.5567353531377648,0.4888677540968125,0.3046496670820096,0.5936078562528366,positive
0.5026537771884686,0.4101025181256457,0.1348974818743543,0.7746321951081485,0.24873237441813026,0.1583713131153474,0.2698883994696217,positive
0.5490394828629365,0.4364236897177619,0.15345197414314682,0.7885111984375517,0.2838846802772512,0.13911921034274127,0.29817283541837025,positive
0.6405896820976165,0.5384275144063561,0.17519656069920547,1.564886962254709,0.6223218553589093,0.2726904220131673,0.473820635804767,positive
0.4330235840436383,0.3220206360381835,0.12600294800545478,0.38088342855437046,0.12974775768836755,0.06582741645072951,0.13501474002727393,positive
0.5375580077898182,0.41,0.15616298831527275,0.8733720996105091,0.32396547857800007,0.20009309571560002,0.2709295408965453,positive
0.5244967467571879,0.4362263854792331,0.19295602420127822,0.979091047880191,0.30495896352396085,0.20998436162619852,0.3574527709584661,positive
0.5693678931205338,0.45063210687946614,0.17436789312053388,0.949305352581232,0.37519598771605756,0.16517257555312118,0.29816053439733053,positive
0.6538130860079773,0.5003956379973409,0.17881308600797718,1.4177155727851092,0.5164270893433619,0.31316916020558405,0.4406479820292497,positive
0.6403053897992743,0.5366407122079825,0.17377844080290272,1.5659916072919011,0.6248317324251523,0.27350419635404943,0.46919759381378795,positive
0.6339248940741119,0.49,0.18723122351852797,1.2844882269722973,0.4792768776481472,0.3372570034537693,0.346384388240736,positive
0.5488759744041388,0.41872094240931224,0.14596899360103469,0.8628255671891357,0.31541862129272674,0.18882944735234328,0.3003100639896531,positive
0.636397926317389,0.49258701548081707,0.19,1.349552777150922,0.5349054554182859,0.23636716860672646,0.4574129845191829,positive
0.5413095796128725,0.40869042038712755,0.16485134393539924,0.9590568643030511,0.26292850446455307,0.2012798483999523,0.36339310825792603,positive
0.6191869864667342,0.4841869864667342,0.1879065067666329,1.349951232479838,0.530185976014995,0.2398028425567038,0.4731402398500506,positive
0.5296377682233105,0.4235236051395691,0.14555708154187075,0.7338869527549953,0.2835236051395691,0.12937184549047503,0.27593304719539674,positive
0.567422614925955,0.47757738507404485,0.18469045970382042,0.992127916426349,0.4248392238893266,0.20312918686281997,0.28953568955573067,positive
0.537365095430606,0.41,0.15645235685409112,0.8733817452284697,0.3244959875658337,0.20019919751316675,0.2699167510106811,positive
0.5376217272086046,0.41553370459354655,0.13577715901075568,0.8706020613427965,0.29575281356903477,0.18862172720860454,0.30262172720860453,positive
0.5719380207419972,0.455,0.16306197925800278,0.8741225698706796,0.329511562664405,0.1479056424676699,0.32,positive
0.7399494187626752,0.5786867734533439,0.19505058123732488,2.0101925858265925,0.7946356265288819,0.42715136658721653,0.6914359414528891,positive
0.609633167971094,0.484633167971094,0.16555024804335897,1.094086165803787,0.3978102763396453,0.24438039686937435,0.32963316797109404,positive
0.5775731083303206,0.475,0.19121344583483968,1.0629478951255829,0.475490754856341,0.2099376447144896,0.3087865541651603,positive
0.47493447101191866,0.3542342272236504,0.125,0.44166869823556903,0.1645044953907455,0.06648689420238373,0.15782063384949754,positive
0.569476034188436,0.475523965811564,0.192904136753744,1.021902495732322,0.45564051282653995,0.1930674324766636,0.30185620513061595,positive
0.6344161278942168,0.5024416127894217,0.22046709768462663,1.6363842905843302,0.5097813236162628,0.3161879040793375,0.6509341953692532,positive
0.5676605674263265,0.4773394325736734,0.1856422697053063,0.9955782276817354,0.42840851139489866,0.20196321961099978,0.2909634045579595,positive
0.655535860056699,0.5294641399433011,0.19160758017009663,1.4214089213026038,0.4938037900850483,0.31510635569382606,0.5483883382423347,positive
0.6455258763317655,0.5317111855023519,0.1777629381658827,1.60139231982471,0.6104223710047036,0.31161519103847607,0.50539231982471,positive
0.5556523453291005,0.43396777699047606,0.15831543166137557,0.8908426784262433,0.3240057647585184,0.17469530934179908,0.3153261726645502,positive
0.5662123525181736,0.47878764748182634,0.1798494100726946,0.9745791115135178,0.40668528777260476,0.20905947266094912,0.2822741151090419,positive
0.6636537838452531,0.525,0.17576972923797524,1.3456734320820574,0.5377685952215816,0.33959532514186613,0.3661545938569628,positive
0.5813185248931386,0.475,0.18934073755343067,1.0794901516113624,0.4814209977474696,0.21955088055905594,0.31065926244656933,positive
0.565,0.4555017799444432,0.17010035598888865,0.9075135954877751,0.34293331069666433,0.15718420066888586,0.3190967961000023,positive
0.5427143541070748,0.4346623749674953,0.13127277079541125,0.8568376250325047,0.29296757288145325,0.16392203129063082,0.2996623749674953,positive
0.5710572400349827,0.4697137998250864,0.1897137998250864,1.033306064125938,0.4453154713982972,0.1862710398600691,0.32191584055972355,positive
0.6482749735217792,0.4899124602826687,0.16318743380444786,1.4649289446149234,0.5641539710931441,0.3126549947043558,0.40128732789156446,positive
0.5694011893409037,0.47559881065909626,0.192604757363615,1.0208172454431044,0.45451784011355617,0.19343417222957165,0.30140713604542246,positive
0.5967158184221968,0.475,0.18164209078890156,1.147494864698036,0.505800045835145,0.25907060061697196,0.3183579092110984,positive
0.553128150928919,0.4282883395900678,0.15516018866114878,0.8866146528059393,0.31914669053816913,0.17974369814216196,0.3140640754644595,positive
0.6501865347871674,0.5016044884042775,0.17518653478716734,1.4244851350639542,0.5421756030111119,0.31063057435101715,0.42735062755294695,positive
0.5292165752278533,0.42078342477214675,0.1315955818765964,0.8904290644180671,0.2774401097265761,0.1825356916031725,0.30897458852533954,positive
0.5024298989518076,0.40995326596787174,0.13504673403212827,0.7737118068018756,0.24839406952717588,0.15819469806198153,0.2696869090566268,positive
0.5432615942382516,0.4067384057617485,0.1702193841551917,0.9701345473020774,0.2605860869140982,0.20430547106928987,0.37217717407213186,positive
0.4896289345818145,0.3753710654181855,0.13305659812727821,0.5825043289255261,0.2024559626091028,0.10245783923820359,0.18296477008728226,positive
0.6432631776395824,0.5123947664593737,0.1841315888197912,1.359926430309578,0.5141262802487516,0.2772145422975489,0.5180527105583297,positive
0.6438184078872351,0.5037271973709216,0.16881840788723507,1.4363723052771613,0.5873893040006312,0.30617288552106453,0.4040008289198619,positive
0.6571582977311484,0.5278417022688516,0.1964748931934452,1.4014529379068748,0.4962374465967226,0.3063451922517986,0.49809277033439964,positive
0.6542588863741997,0.5192588863741997,0.20308629545806653,1.365670728031829,0.5043274090838669,0.2841744538004373,0.4176548181677338,positive
0.6406755181159745,0.5,0.18,1.341370806250168,0.5230407059782268,0.2670873218298164,0.473648963768051,positive
0.5954767081440546,0.4813691770360136,0.17589246889195906,1.0689888976232846,0.4189157607479045,0.22425663829087233,0.3209229425900341,positive
0.544474551726762,0.43562248276005194,0.13239289655339395,0.8558775172399481,0.29400768965672297,0.16272189654993505,0.30062248276005193,positive
0.4864383254299663,0.3842694576167228,0.1392694576167228,0.593938774152458,0.2018379599877329,0.11045448132682384,0.2149476535258474,positive
0.6857561309640862,0.5282195163705108,0.1953414508884677,1.3355926428430966,0.5310854055198523,0.2536536101020751,0.4164390327410215,positive
0.6593931861956841,0.5243931861956841,0.2047977287318947,1.3664123491171545,0.5009045425362105,0.2902785658104244,0.4108090850724212,positive
0.50725986687106,0.4131732445807066,0.1318267554192934,0.7935683415810242,0.2556926877162683,0.1620050060871695,0.2740338801839539,positive
0.4685584018760399,0.3606752056281197,0.1347445358347199,0.538480023450499,0.1992445358347199,0.11189600469009979,0.17741793181905147,positive
0.6375445618155101,0.5025445618155101,0.1825445618155101,1.317547144757812,0.5260991995303185,0.2528257550863672,0.47736631455346973,positive
0.6096499301285484,0.4815285913918433,0.19076429569592165,1.3533506274454816,0.5305,0.24002217579654148,0.46082845164894004,positive
0.6562297886419226,0.5061489432096127,0.1861489432096127,1.403448071309159,0.5061553170371161,0.3083429722471563,0.4363914795065422,positive
0.6471454901392356,0.5193761519359156,0.20339318626740444,1.3584659313370222,0.5053204411977866,0.2850547891893964,0.41,positive
0.5487313404810261,0.41839551608230874,0.14966417560128265,0.8792499953057188,0.3106828304259753,0.18853731903794776,0.31186567024051304,positive
0.49642547584346924,0.3799783309042847,0.12927642753040772,0.533378653063994,0.20780761349550778,0.08575259152512081,0.1920927086642016,positive
0.6476006039294213,0.4960680758353164,0.19260060392942133,1.3169024157176854,0.4827275322988372,0.34514402950819356,0.35626928369415906,positive
0.6598072846604897,0.5311940745224145,0.18103234575373575,1.6610997556270153,0.6224473228295861,0.35404919822205566,0.5357295189332334,positive
0.6641976625433836,0.5229941563584589,0.16620350618492463,1.3442181152887773,0.5480098320637186,0.35400983206371855,0.357622205837856,positive
0.6240195444171898,0.47975488610429745,0.15762255694785127,1.5556129464754225,0.5694705216380493,0.3224902277914051,0.3590195444171898,positive
0.5532079365397933,0.42846785721453473,0.15525992067474154,0.8867482937041536,0.319300277839102,0.17958412692041353,0.3141039682698966,positive
0.5445594654227152,0.4104405345772848,0.14588106915456966,0.8747621383091394,0.303411893084543,0.19630837420409938,0.3107929622391127,positive
0.6461203890216806,0.48668058353252075,0.1578009725542013,1.4807651406906484,0.5821447516689676,0.3122240778043361,0.3872825286409234,positive
0.525,0.41903216601431387,0.1418820579475158,0.8694839169928431,0.31273702552747634,0.188333523570418,0.25618227408111194,positive
0.6534735216637685,0.49923676083188423,0.17938940866550737,1.4216211781282886,0.5092669770190722,0.31454953220104337,0.44179439549391375,positive
0.6536550712589398,0.49798260688840973,0.1766376781473495,1.4253852262467925,0.5192301549878526,0.31373101425178795,0.4362579631831087,positive
0.6123171171620287,0.47682927929050717,0.1590853603547464,1.5927681530105586,0.5571829730201302,0.32834144141898564,0.34731711716202884,positive
0.6201580565408988,0.4851580565408988,0.1874209717295506,1.347620664301843,0.5301131457594326,0.24033693109749432,0.47386854240567405,positive
0.47743668618914903,0.38731005856744705,0.14658224825219868,0.6494585773643626,0.21108224825219868,0.13409171547287255,0.2333511229916388,positive
0.5750296482988664,0.455,0.15997035170113355,0.8596949746052899,0.32394663306204036,0.14429874365132248,0.32,positive
0.5432343997281897,0.40711872032617247,0.17641248021744826,0.9795056319238931,0.26132496043489656,0.2074590560706707,0.3782343997281896,positive
